label,frame,area,perimeter,x,y,w,h,cx,cy,uL,uR
L,168,7405.5,432.29141104221344,601,504,89,114,643,560,601,690
L,169,8000.0,450.3919162750244,601,495,87,125,644,555,601,688
L,170,8380.0,505.36247861385345,602,488,86,132,644,552,602,688
L,171,9297.0,554.4751765727997,601,479,89,145,645,548,601,690
L,172,9555.0,591.3036032915115,601,470,89,158,644,540,601,690
L,173,9144.5,561.0609629154205,600,466,90,139,644,533,600,690
L,174,8642.5,562.2325359582901,600,457,89,148,646,523,600,689
L,175,9110.0,582.1320307254791,600,448,88,152,645,516,600,688
L,176,9608.5,571.0020880699158,600,440,88,156,645,510,600,688
L,177,8192.5,512.5756818056107,600,435,88,123,643,495,600,688
L,178,2477.0,466.877197265625,604,427,72,81,644,465,604,676
L,179,2805.5,564.9188276529312,606,416,72,92,643,458,606,678
C,68,638.0,167.3137083053589,1384,1504,64,16,1416,1513,1384,1448
C,70,189.5,86.72792184352875,1426,1506,30,14,1443,1514,1426,1456
C,71,3749.0,381.7401144504547,1360,1472,128,48,1426,1500,1360,1488
C,72,1407.5,295.63960909843445,1376,1488,110,32,1425,1509,1376,1486
C,73,4117.5,433.9827550649643,1352,1469,138,51,1426,1501,1352,1490
C,74,6819.5,554.066015124321,1350,1450,141,70,1424,1492,1350,1491
C,75,4003.5,368.32590091228485,1356,1474,133,46,1425,1501,1356,1489
C,76,9249.0,530.9949476718903,1347,1436,146,84,1422,1485,1347,1493
C,77,7976.0,598.4507913589478,1352,1440,140,80,1424,1485,1352,1492
C,78,8098.5,491.09545290470123,1350,1445,141,75,1421,1488,1350,1491
C,79,12937.0,589.4213538169861,1346,1408,148,112,1420,1470,1346,1494
C,80,9253.0,631.2203432321548,1352,1428,138,92,1418,1476,1352,1490
C,81,11810.0,568.1076455116272,1347,1417,145,103,1418,1471,1347,1492
C,82,13559.5,661.8893899917603,1347,1386,146,134,1416,1451,1347,1493
C,83,10551.5,620.7178170681,1351,1401,140,119,1416,1457,1351,1491
C,84,13994.0,718.7594467401505,1349,1378,143,142,1418,1445,1349,1492
C,85,12472.5,688.5168064832687,1349,1365,144,150,1415,1429,1349,1493
C,86,11006.0,612.4751763343811,1352,1373,140,136,1417,1434,1352,1492
C,87,13893.5,662.8599524497986,1348,1347,145,149,1417,1415,1348,1493
C,88,11743.0,664.4751765727997,1352,1342,140,138,1417,1405,1352,1492
C,89,11055.5,576.5756816864014,1350,1348,142,118,1419,1405,1350,1492
C,90,13965.0,602.4751760959625,1348,1320,146,140,1418,1387,1348,1494
C,91,11906.0,613.7888847589493,1352,1318,140,136,1417,1381,1352,1492
C,92,12129.0,570.3330409526825,1352,1316,140,130,1419,1378,1352,1492
C,93,14611.0,612.8183224201202,1350,1288,142,152,1419,1361,1350,1492
C,94,13151.5,684.6000666618347,1351,1284,139,150,1419,1356,1351,1490
C,95,13616.5,650.6589418649673,1350,1282,144,153,1421,1352,1350,1494
C,96,16268.0,752.9848427772522,1348,1256,148,179,1421,1337,1348,1496
C,97,15477.0,753.3279885053635,1350,1250,142,177,1420,1332,1350,1492
C,98,15408.5,694.4579313993454,1350,1246,144,170,1421,1325,1350,1494
C,99,17901.0,753.528999209404,1350,1219,144,188,1422,1307,1350,1494
C,100,16956.0,720.357425570488,1352,1215,140,193,1419,1301,1352,1492
C,101,16933.5,757.0020879507065,1352,1210,142,196,1420,1297,1352,1494
C,102,19854.5,786.7422021627426,1352,1183,143,219,1420,1281,1352,1495
C,103,18788.5,860.5411916971207,1351,1179,143,224,1416,1274,1351,1494
C,104,18570.0,875.6122591495514,1350,1175,146,225,1417,1267,1350,1496
C,105,21269.5,922.8254623413086,1350,1147,145,258,1417,1250,1350,1495
C,106,20682.5,961.9970353841782,1349,1143,143,263,1416,1245,1349,1492
C,107,19856.5,925.5117545127869,1349,1144,145,249,1416,1237,1349,1494
C,108,22806.5,966.1391707658768,1348,1112,148,258,1418,1217,1348,1496
C,109,21366.5,1005.1097332239151,1349,1110,147,242,1418,1211,1349,1496
C,110,21986.0,872.5828219652176,1350,1104,146,224,1418,1204,1350,1496
C,111,24314.0,920.7838320732117,1348,1076,148,242,1419,1187,1348,1496
C,112,24566.0,868.440686583519,1350,1077,146,225,1418,1187,1350,1496
C,113,25820.5,925.1686084270477,1352,1066,144,242,1419,1183,1352,1496
C,114,28201.0,985.955404996872,1348,1040,148,272,1416,1171,1348,1496
C,115,25564.0,980.5828218460083,1349,1039,147,257,1416,1158,1349,1496
C,116,25514.0,979.8965297937393,1350,1028,146,262,1416,1148,1350,1496
C,117,27022.5,1063.5950145721436,1350,1003,149,291,1417,1132,1350,1499
C,118,25895.0,1079.2102380990982,1352,1001,146,283,1415,1125,1352,1498
C,119,26705.5,957.9970352649689,1351,990,147,272,1416,1117,1351,1498
C,120,28040.0,1119.1513630151749,1349,968,149,300,1416,1100,1349,1498
C,121,26640.5,903.7127645015717,1355,966,143,298,1414,1094,1355,1498
C,122,27940.0,1049.3523737192154,1352,954,146,311,1413,1086,1352,1498
C,123,28678.5,977.0264728069305,1348,933,150,303,1413,1064,1348,1498
C,124,28341.0,1011.5533841848373,1350,932,147,290,1412,1060,1350,1497
C,125,29200.0,1089.9209151268005,1352,918,146,296,1414,1047,1352,1498
C,126,28149.5,1100.6488372087479,1350,899,150,297,1415,1020,1350,1500
C,127,26258.5,1080.7077122926712,1350,897,149,287,1416,1010,1350,1499
C,128,26579.5,1056.624451994896,1352,878,148,294,1418,992,1352,1500
C,129,27972.0,1035.8376551866531,1350,862,150,288,1418,979,1350,1500
C,130,27164.5,986.1391708850861,1351,862,147,272,1417,977,1351,1498
C,131,27773.0,1164.95035302639,1350,844,150,288,1419,964,1350,1500
C,132,27344.0,1138.4650715589523,1352,828,148,298,1418,948,1352,1500
C,133,25725.0,1099.7787798643112,1352,826,148,278,1418,939,1352,1500
C,134,24491.5,1125.050858259201,1352,808,148,294,1420,921,1352,1500
C,135,23364.5,1146.36456656456,1352,792,148,288,1421,903,1352,1500
C,136,22533.0,1123.6366448402405,1353,788,147,286,1421,895,1353,1500
C,137,22474.5,1078.9087227582932,1354,770,146,268,1422,877,1354,1500
C,138,22832.5,1025.0508576631546,1354,753,148,273,1423,864,1354,1502
C,139,23030.0,1017.7543951272964,1354,751,146,271,1424,859,1354,1500
C,140,24436.5,1051.7960249185562,1353,732,149,282,1425,847,1353,1502
C,141,25433.0,1050.2396759986877,1355,716,147,286,1425,836,1355,1502
C,142,24091.0,1169.210238456726,1354,714,148,294,1422,829,1354,1502
C,143,22388.0,1154.8670922517776,1355,698,148,270,1420,810,1355,1503
C,144,22963.0,1053.0092282295227,1355,678,149,276,1419,795,1355,1504
C,145,20916.5,1058.1391705274582,1354,676,150,280,1417,784,1354,1504
C,146,18790.5,967.8548998832703,1356,664,148,256,1416,767,1356,1504
C,147,19419.5,1085.7960245609283,1355,644,149,270,1416,751,1355,1504
C,148,16544.0,948.2985510826111,1356,640,148,240,1414,737,1356,1504
C,149,16143.0,924.0975408554077,1355,627,149,243,1414,726,1355,1504
C,150,16492.5,945.3696188926697,1354,609,150,257,1412,713,1354,1504
C,151,15165.0,908.1564162969589,1355,605,149,254,1407,706,1355,1504
C,152,13898.0,869.4701238870621,1356,594,148,232,1408,689,1356,1504
C,153,14666.5,807.0853478908539,1355,571,149,245,1408,675,1355,1504
C,154,14118.0,836.2985508441925,1355,564,150,260,1404,671,1355,1505
C,155,12804.5,825.7127649784088,1355,554,149,262,1403,658,1355,1504
C,156,13504.0,857.4112482070923,1354,530,151,270,1407,641,1354,1505
C,157,13158.0,828.4995609521866,1354,522,151,266,1406,634,1354,1505
C,158,11846.0,838.0386650562286,1355,511,150,257,1409,617,1355,1505
C,159,12716.5,795.2274829149246,1354,487,151,253,1414,596,1354,1505
C,160,12433.0,806.4406864643097,1354,475,152,257,1412,588,1354,1506
C,161,12745.0,816.7838315963745,1355,464,151,264,1412,581,1355,1506
C,162,13373.5,833.9970353841782,1354,442,153,276,1415,562,1354,1507
C,163,13769.0,834.239676117897,1354,428,152,276,1414,553,1354,1506
C,164,14177.0,916.8082169294357,1354,416,152,292,1413,547,1354,1506
C,165,15174.5,975.8204097747803,1354,396,153,308,1416,530,1354,1507
C,166,14634.0,931.7787792682648,1354,382,153,298,1416,512,1354,1507
C,167,13052.0,804.8670922517776,1354,371,153,255,1421,486,1354,1507
C,168,13661.0,792.5239455699921,1356,349,151,246,1424,465,1356,1507
C,169,14360.5,786.2813060283661,1355,332,153,251,1424,451,1355,1508
C,170,15507.5,868.2224305868149,1355,322,153,275,1420,449,1355,1508
C,171,17303.5,895.3351287841797,1355,302,155,286,1419,441,1355,1510
C,172,18071.5,915.0508583784103,1355,284,155,300,1420,423,1355,1510
C,173,18403.5,944.0214198827744,1356,272,153,311,1418,416,1356,1509
C,174,19095.0,1009.5777690410614,1356,256,153,308,1420,398,1356,1509
C,175,20614.0,912.3229361772537,1356,236,153,308,1422,382,1356,1509
C,176,21955.0,1006.7493419647217,1356,220,154,322,1421,374,1356,1510
C,177,19635.0,988.1219254732132,1357,210,152,300,1424,346,1357,1509
C,178,18963.0,915.3523736000061,1358,196,140,279,1421,334,1358,1498
C,179,21026.5,987.3107432126999,1357,172,141,312,1418,327,1357,1498
R,68,2641.5,273.5807340145111,1968,1138,74,58,2003,1163,1968,2042
R,70,626.0,192.71067667007446,1972,1148,66,26,1998,1159,1972,2038
R,71,2075.5,311.37972342967987,1966,1124,77,50,2003,1145,1966,2043
R,72,678.5,162.32590091228485,1967,1132,71,21,2000,1142,1967,2038
R,73,1181.5,224.46803629398346,1966,1129,77,28,2005,1142,1966,2043
R,74,1956.0,213.39696860313416,1966,1111,76,39,2004,1131,1966,2042
R,75,442.5,280.40916097164154,1970,1121,72,21,2006,1132,1970,2042
R,76,2233.5,254.61017155647278,1965,1105,78,46,2004,1127,1965,2043
R,77,1238.0,224.16652035713196,1970,1101,73,36,2006,1117,1970,2043
R,78,753.0,186.42640614509583,1968,1108,72,26,2003,1121,1968,2040
R,79,2188.0,227.0538226366043,1966,1090,78,42,2004,1112,1966,2044
R,80,987.5,196.95331752300262,1970,1091,72,29,2007,1106,1970,2042
R,81,975.0,205.88224971294403,1967,1094,76,27,2003,1108,1967,2043
R,82,2001.0,219.0538227558136,1967,1077,77,41,2005,1098,1967,2044
R,83,954.5,208.75230729579926,1970,1082,73,34,2007,1098,1970,2043
R,84,1659.0,225.88224971294403,1968,1076,76,38,2005,1093,1968,2044
R,85,1750.0,217.53910374641418,1968,1068,77,42,2004,1085,1968,2045
R,86,920.0,228.36753106117249,1968,1073,75,33,2005,1087,1968,2043
R,87,1979.5,222.95331752300262,1966,1060,78,42,2004,1078,1966,2044
R,88,1628.0,233.33809328079224,1967,1056,79,42,2004,1072,1967,2046
R,89,1147.5,192.95331740379333,1967,1060,78,32,2005,1073,1967,2045
R,90,2280.0,224.02438533306122,1968,1044,78,46,2005,1064,1968,2046
R,91,1783.0,213.68123924732208,1970,1043,75,44,2004,1060,1970,2045
R,92,1523.0,207.6812391281128,1968,1046,77,36,2004,1060,1968,2045
R,93,2638.0,250.99494755268097,1967,1028,79,53,2003,1051,1967,2046
R,94,2318.0,230.50966596603394,1968,1026,78,52,2003,1048,1968,2046
R,95,2255.5,252.7523069381714,1968,1024,78,54,2003,1047,1968,2046
R,96,3150.5,289.722869515419,1967,1008,80,68,2004,1037,1967,2047
R,97,3062.0,258.30865573883057,1966,1006,80,66,2004,1033,1966,2046
R,98,2985.5,268.5512959957123,1967,1004,78,64,2004,1031,1967,2045
R,99,3955.5,302.20815074443817,1967,988,81,76,2004,1022,1967,2048
R,100,3863.0,289.96550989151,1968,986,78,74,2004,1019,1968,2046
R,101,3504.5,292.8944420814514,1968,984,78,78,2003,1018,1968,2046
R,102,4412.0,335.62236428260803,1968,968,80,90,2003,1007,1968,2048
R,103,4357.0,345.76449954509735,1969,967,79,91,2004,1005,1969,2048
R,104,4088.0,324.79393684864044,1970,966,78,90,2003,1004,1970,2048
R,105,4845.5,396.4924215078354,1968,946,80,107,2004,992,1968,2048
R,106,4669.5,381.8061294555664,1969,947,79,109,2006,988,1969,2048
R,107,4188.0,377.90663492679596,1970,946,78,96,2006,986,1970,2048
R,108,4877.0,362.7939372062683,1969,930,79,104,2007,972,1969,2048
R,109,4601.5,347.1787130832672,1970,928,78,94,2008,968,1970,2048
R,110,4426.5,349.8650047779083,1970,926,79,90,2010,966,1970,2049
R,111,5125.5,321.7228692770004,1970,912,79,92,2011,956,1970,2049
R,112,4886.0,384.39191579818726,1970,909,80,95,2013,954,1970,2050
R,113,5266.5,359.37972366809845,1970,906,80,98,2013,952,1970,2050
R,114,6108.5,434.14927530288696,1969,890,83,114,2014,943,1969,2052
R,115,5706.0,419.4213538169861,1972,889,78,113,2014,940,1972,2050
R,116,5322.0,418.534051656723,1970,884,81,108,2013,931,1970,2051
R,117,6035.5,465.2619730234146,1970,870,81,122,2013,923,1970,2051
R,118,5914.0,472.3330410718918,1973,869,78,121,2015,922,1973,2051
R,119,5875.0,469.0193328857422,1975,862,76,118,2014,916,1975,2051
R,120,6640.5,472.43354630470276,1971,850,80,132,2014,908,1971,2051
R,121,6109.5,428.14927542209625,1972,849,77,127,2013,904,1972,2049
R,122,6214.5,517.7472543716431,1974,842,76,134,2012,899,1974,2050
R,123,6592.0,487.9066346883774,1973,831,77,137,2012,891,1973,2050
R,124,6385.5,455.0365778207779,1974,831,76,129,2014,887,1974,2050
R,125,6055.0,464.93607234954834,1973,822,77,132,2015,878,1973,2050
R,126,6057.0,497.90663492679596,1973,813,77,138,2016,868,1973,2050
R,127,5457.5,464.83556735515594,1974,813,78,127,2016,863,1974,2052
R,128,5341.5,479.3208484649658,1973,804,79,126,2016,853,1973,2052
R,129,5519.5,473.4629839658737,1974,794,79,132,2019,845,1974,2053
R,130,5319.5,417.52185904979706,1974,794,82,118,2020,844,1974,2056
R,131,5454.5,473.26197350025177,1974,783,80,129,2021,837,1974,2054
R,132,5417.5,481.4041086435318,1976,774,79,137,2023,828,1976,2055
R,133,4847.0,458.67618691921234,1974,774,80,126,2023,823,1974,2054
R,134,4707.0,449.98989510536194,1975,765,79,131,2022,813,1975,2054
R,135,4784.5,432.2325357198715,1975,754,81,126,2022,802,1975,2056
R,136,4550.5,463.54624378681183,1975,752,79,130,2023,799,1975,2054
R,137,4545.0,420.13203036785126,1976,743,78,115,2021,789,1976,2054
R,138,4849.0,433.1614679098129,1975,733,79,125,2020,780,1975,2054
R,139,4968.5,415.60511922836304,1975,732,80,121,2022,778,1975,2055
R,140,5231.0,417.84775936603546,1976,724,79,123,2022,772,1976,2055
R,141,6010.5,433.60511898994446,1975,713,80,134,2022,765,1975,2055
R,142,6196.0,432.59292674064636,1976,712,80,136,2022,763,1976,2056
R,143,6200.5,458.9188275337219,1976,704,82,127,2022,753,1976,2058
R,144,6658.5,482.0904004573822,1974,694,84,132,2022,744,1974,2058
R,145,6147.5,448.6345565319061,1974,692,85,124,2021,738,1974,2059
R,146,6052.0,427.22034323215485,1976,686,84,118,2022,732,1976,2060
R,147,6277.0,478.3330410718918,1976,676,84,118,2022,723,1976,2060
R,148,5908.0,409.22034311294556,1976,673,85,109,2021,716,1976,2061
R,149,5884.0,400.0487699508667,1978,669,82,113,2021,712,1978,2060
R,150,6541.5,448.776692032814,1978,658,82,118,2021,706,1978,2060
R,151,6416.0,455.84775972366333,1978,655,81,119,2021,703,1978,2059
R,152,6225.5,425.60511898994446,1978,650,81,108,2021,696,1978,2059
R,153,6348.0,528.9604575634003,1978,638,82,122,2018,689,1978,2060
R,154,6193.0,543.3036035299301,1980,634,80,124,2018,683,1980,2060
R,155,5865.0,444.1909056901932,1978,630,82,114,2018,678,1978,2060
R,156,5752.5,449.6051193475723,1980,622,81,120,2019,669,1980,2061
R,157,5586.5,465.06096267700195,1981,611,79,125,2019,661,1981,2060
R,158,5565.0,439.50461399555206,1980,608,80,120,2019,656,1980,2060
R,159,5962.5,462.2325358390808,1979,598,83,122,2018,650,1979,2062
R,160,5776.5,476.23253560066223,1981,591,79,129,2019,645,1981,2060
R,161,6240.0,471.0193327665329,1980,586,80,134,2019,643,1980,2060
R,162,6230.5,467.46298384666443,1982,574,77,132,2020,635,1982,2059
R,163,6250.0,455.07820773124695,1982,566,79,132,2020,628,1982,2061
R,164,6709.0,492.53405153751373,1982,560,78,144,2020,625,1982,2060
R,165,6674.5,519.8061295747757,1982,552,79,130,2021,615,1982,2061
R,166,6451.5,557.1198378801346,1980,544,81,140,2020,606,1980,2061
R,167,5777.5,414.00714015960693,1982,538,80,110,2022,593,1982,2062
R,168,5634.0,423.90663480758667,1980,528,82,113,2020,584,1980,2062
R,169,5865.0,410.73506236076355,1980,519,84,122,2019,577,1980,2064
R,170,6118.0,478.1909054517746,1980,514,82,130,2019,574,1980,2062
R,171,6443.5,483.119837641716,1979,505,84,143,2017,570,1979,2063
R,172,6328.0,507.8477599620819,1978,496,84,148,2017,563,1978,2062
R,173,6488.5,528.5756815671921,1979,490,83,154,2018,557,1979,2062
R,174,5979.0,553.9898948669434,1979,482,83,148,2018,548,1979,2062
R,175,6133.5,566.7178167104721,1979,472,83,152,2018,541,1979,2062
R,176,6227.0,491.01933228969574,1977,465,86,155,2017,535,1977,2063
R,177,5723.0,418.8771970272064,1978,461,86,127,2020,525,1978,2064
R,178,2436.5,469.4041087627411,1981,458,72,126,2010,512,1981,2053
R,179,2335.5,467.20309817790985,1980,444,76,140,2008,507,1980,2056
