label,frame,area,perimeter,x,y,w,h,cx,cy,uL,uR
L,69,7925.0,510.27416598796844,601,820,89,150,644,881,601,690
L,70,7194.0,479.44573867321014,602,821,87,140,643,880,602,689
L,71,7585.5,503.48736906051636,601,805,89,154,643,868,601,690
L,72,7285.0,514.2741659879684,600,796,90,146,642,856,600,690
L,73,6537.0,425.84775972366333,601,797,88,137,641,853,601,689
L,74,7900.5,471.60511910915375,599,774,91,150,642,839,599,690
L,75,7490.0,446.534051656723,600,771,88,139,640,835,600,688
L,76,7230.0,478.61731147766113,600,764,90,138,640,828,600,690
L,77,8385.0,523.3036034107208,599,746,93,159,639,818,599,692
L,78,7345.0,477.3036036491394,599,748,90,143,638,816,599,689
L,79,7399.5,467.06096267700195,599,736,89,143,639,802,599,688
L,80,7589.5,507.20309805870056,600,721,88,159,638,795,600,688
L,81,6550.0,483.3036036491394,599,728,89,142,636,794,599,688
L,82,7103.0,497.78888416290283,599,702,90,154,638,775,599,689
L,83,6237.5,442.5756813287735,599,698,90,138,636,767,599,689
L,84,5395.0,435.50461399555206,600,698,90,126,636,762,600,690
L,85,6261.5,456.9188277721405,599,676,91,150,638,748,599,690
L,86,5110.5,448.5756814479828,600,674,88,129,636,742,600,688
L,87,4961.5,436.0904002189636,599,666,89,132,638,731,599,688
L,88,5351.5,423.46298384666443,601,648,88,150,638,720,601,689
L,89,4453.5,407.7472542524338,599,650,89,130,636,715,599,688
L,90,5224.0,446.04877054691315,600,632,88,146,639,704,600,688
L,91,5274.0,470.13203048706055,599,622,89,158,635,698,599,688
L,92,4760.5,454.23253536224365,600,624,88,144,634,694,600,688
L,93,5966.0,471.9898946285248,600,600,88,168,637,681,600,688
L,94,4875.0,475.4457389116287,600,596,87,154,635,670,600,687
L,95,4950.0,451.16146862506866,600,593,86,159,634,668,600,686
L,96,5784.5,533.2030974626541,599,569,87,185,634,655,599,686
L,97,4642.0,444.4751760959625,599,568,88,158,634,643,599,687
L,98,5121.0,458.19090509414673,599,552,88,170,636,629,599,687
L,99,5540.5,475.06096291542053,598,542,89,168,636,618,598,687
L,100,5276.5,419.74725449085236,600,540,87,150,636,612,600,687
L,101,6461.5,474.43354642391205,598,521,90,175,636,602,598,688
L,102,5981.0,467.9898954629898,598,515,88,163,636,590,598,686
L,103,6041.0,462.13203060626984,598,508,91,160,636,583,598,689
L,104,7034.0,505.44573867321014,598,490,90,182,636,572,598,688
L,105,6574.5,447.2619733810425,598,488,88,160,636,563,598,686
L,106,7166.0,493.8477602005005,598,475,89,169,636,554,598,687
L,107,7696.5,531.8893895149231,597,461,89,183,636,543,597,686
L,108,7201.0,455.01933240890503,598,458,88,155,636,533,598,686
L,109,7957.0,488.3330410718918,598,442,88,174,636,523,598,686
L,110,7222.5,476.0315251350403,597,434,91,153,638,505,597,688
L,111,7160.0,447.0193325281143,598,428,88,146,638,498,598,686
L,112,8550.5,487.2619731426239,597,411,88,173,637,491,597,685
L,113,7699.5,470.2325357198715,597,404,89,146,639,476,597,686
L,114,8249.5,473.2619731426239,597,396,89,154,637,471,597,686
L,115,9237.0,546.132031083107,597,376,89,182,637,461,597,686
L,116,8095.0,464.3330409526825,597,376,88,148,638,448,597,685
L,117,9337.5,488.9188276529312,596,362,89,166,637,442,596,685
L,118,9486.5,523.7472541332245,596,349,89,165,637,428,596,685
L,119,8535.0,466.67618668079376,597,346,87,148,638,418,597,684
L,120,10084.0,525.1614681482315,596,328,90,170,637,410,596,686
L,121,9588.0,574.1320308446884,596,321,88,165,638,396,596,684
L,122,9143.5,517.9482650756836,596,314,89,146,638,387,596,685
L,123,10450.0,555.9310199022293,596,298,89,164,637,378,596,685
L,124,10066.5,566.374671459198,595,291,88,157,637,368,595,683
L,125,9881.0,548.6173119544983,595,284,90,154,636,359,595,685
L,126,11388.0,566.617311835289,594,266,90,180,637,351,594,684
L,127,10367.5,541.6883797645569,596,261,88,155,637,336,596,684
L,128,10675.0,576.4163012504578,595,250,90,159,637,330,595,685
L,129,11531.0,596.2741661071777,594,234,90,170,637,318,594,684
L,130,11094.0,554.0731552839279,595,230,89,161,637,308,595,684
L,131,12517.0,697.813269495964,594,216,90,185,636,307,594,684
L,132,11705.5,593.8305146694183,594,204,90,171,637,287,594,684
L,133,11393.0,476.87719690799713,594,199,88,167,636,280,594,682
L,134,12113.0,605.1025931835175,593,188,89,178,636,272,593,682
L,135,11742.5,635.6883796453476,594,174,87,186,637,258,594,681
L,136,11825.0,544.6173115968704,594,168,89,164,636,251,594,683
L,137,12703.5,670.1147854328156,593,155,90,185,637,245,593,683
L,138,12204.5,654.3157962560654,593,144,90,190,638,230,593,683
L,144,9986.0,643.8477598428726,596,88,84,176,638,174,596,680
C,29,804.5,179.89949476718903,1356,1504,68,16,1386,1512,1356,1424
C,30,2393.0,242.42640626430511,1349,1480,91,40,1391,1504,1349,1440
C,31,2546.0,247.11269783973694,1349,1483,91,37,1391,1503,1349,1440
C,32,5639.0,369.39696860313416,1346,1450,110,70,1394,1490,1346,1456
C,33,6348.0,365.6812392473221,1347,1444,114,76,1397,1487,1347,1461
C,34,7717.5,420.40916109085083,1346,1435,120,85,1398,1482,1346,1466
C,35,10595.0,449.8233745098114,1346,1410,126,110,1403,1470,1346,1472
C,36,10651.0,473.1370828151703,1348,1412,129,108,1405,1469,1348,1477
C,37,13423.5,549.5218590497971,1346,1386,132,134,1406,1457,1346,1478
C,38,14299.0,563.9898949861526,1348,1370,131,150,1412,1447,1348,1479
C,39,14983.0,610.6761869192123,1347,1370,133,150,1413,1444,1347,1480
C,40,18099.5,664.3746712207794,1346,1338,138,182,1416,1429,1346,1484
C,41,18016.0,660.818322300911,1348,1334,138,186,1419,1426,1348,1486
C,42,20275.5,730.2325359582901,1348,1320,142,200,1420,1417,1348,1490
C,43,21616.0,746.6173115968704,1347,1298,143,222,1424,1406,1347,1490
C,44,21202.0,735.9310201406479,1347,1300,145,220,1426,1406,1347,1492
C,45,23719.0,824.2152910232544,1348,1272,143,248,1427,1389,1348,1491
C,46,23027.0,821.1269789934158,1348,1266,143,254,1429,1384,1348,1491
C,47,23437.5,871.5706293582916,1348,1254,144,266,1430,1374,1348,1492
C,48,23733.5,920.3990565538406,1348,1232,144,288,1432,1357,1348,1492
C,49,22882.0,865.3868639469147,1348,1232,144,288,1433,1353,1348,1492
C,50,25100.5,967.6538896560669,1347,1204,145,316,1434,1337,1347,1492
C,51,24153.5,979.4528782367706,1348,1192,144,328,1437,1329,1348,1492
C,52,22379.0,960.0975399017334,1348,1188,145,316,1436,1312,1348,1493
C,53,23377.0,923.7543947696686,1348,1160,146,322,1436,1288,1348,1494
C,54,21870.5,971.1097328662872,1348,1160,146,332,1439,1286,1348,1494
C,55,22549.5,966.1391707658768,1348,1138,146,328,1436,1264,1348,1494
C,56,21496.0,975.8965291976929,1348,1120,144,324,1438,1247,1348,1492
C,57,19686.0,967.0681029558182,1348,1122,145,322,1440,1240,1348,1493
C,58,21445.0,932.5828213691711,1348,1090,146,322,1437,1211,1348,1494
C,59,18905.0,900.9259675741196,1348,1084,146,295,1441,1200,1348,1494
C,60,19351.0,910.9259676933289,1348,1072,146,305,1438,1189,1348,1494
C,61,19608.0,945.2102386951447,1348,1045,146,303,1437,1162,1348,1494
C,62,16827.0,823.2691131830215,1349,1047,145,281,1440,1156,1349,1494
C,63,18565.5,864.5411913394928,1349,1020,146,289,1435,1131,1349,1495
C,64,18035.0,930.7249571084976,1348,1005,147,297,1438,1118,1348,1495
C,65,16232.0,796.4995614290237,1348,1004,146,270,1438,1108,1348,1494
C,66,19589.5,931.5117540359497,1348,968,147,302,1436,1085,1348,1495
C,67,17674.5,857.7960240840912,1349,964,147,295,1440,1079,1349,1496
C,68,18360.0,942.5828216075897,1348,950,147,306,1438,1066,1348,1495
C,69,19886.5,920.4823167324066,1348,924,148,322,1437,1043,1348,1496
C,70,17862.5,848.0559103488922,1350,926,145,298,1440,1038,1350,1495
C,71,20592.0,930.6416969299316,1350,900,146,321,1437,1017,1350,1496
C,72,20354.5,924.8254623413086,1350,883,146,323,1439,1003,1350,1496
C,73,18854.5,857.1686080694199,1350,882,147,288,1440,995,1350,1497
C,74,21678.0,906.0975404977798,1350,846,146,311,1436,966,1350,1496
C,75,20730.0,891.2102383375168,1350,840,147,302,1440,960,1350,1497
C,76,21195.5,861.5706295967102,1350,830,147,282,1439,950,1350,1497
C,77,24876.5,937.1686075925827,1350,797,146,327,1439,931,1350,1496
C,78,22097.0,857.671134352684,1350,800,147,289,1441,921,1350,1497
C,79,23654.5,866.6000671386719,1350,778,148,294,1438,897,1350,1498
C,80,25875.5,919.0264731645584,1351,754,147,316,1439,883,1351,1498
C,81,23113.5,855.6295046806335,1351,761,147,277,1441,878,1351,1498
C,82,26700.5,934.6833270788193,1350,715,148,310,1437,848,1350,1498
C,83,25444.5,782.0559102296829,1351,714,148,266,1437,831,1351,1499
C,84,24610.0,811.1858532428741,1351,708,149,256,1436,823,1351,1500
C,85,29250.0,895.4701241254807,1351,674,148,294,1434,802,1351,1499
C,86,27350.0,813.4701241254807,1351,670,149,250,1432,786,1351,1500
C,87,29033.5,894.1980456113815,1352,650,148,268,1430,775,1352,1500
C,88,33094.0,909.4112486839294,1351,626,149,284,1428,760,1351,1500
C,89,29081.0,828.0975406169891,1352,626,148,238,1426,744,1352,1500
C,90,32926.0,943.2102382183075,1351,596,150,277,1426,731,1351,1501
C,91,35199.0,981.3523741960526,1352,579,149,283,1425,718,1352,1501
C,92,31988.5,908.6833264827728,1352,580,150,262,1426,709,1352,1502
C,93,37102.0,1019.0092282295227,1352,540,149,309,1427,690,1352,1501
C,94,34014.5,904.340181350708,1352,533,149,274,1427,668,1352,1501
C,95,35565.5,983.9970356225967,1353,523,148,291,1426,667,1353,1501
C,96,35638.5,1204.4234412908554,1352,489,151,297,1426,632,1352,1503
C,97,33197.5,885.4284936189651,1353,490,149,278,1426,622,1353,1502
C,98,34496.5,971.5117539167404,1353,464,148,303,1423,605,1353,1501
C,99,31994.0,952.5828218460083,1353,442,149,268,1425,570,1353,1502
C,100,32436.5,897.3696182966232,1352,438,150,264,1426,567,1352,1502
C,101,38098.5,977.5117535591125,1352,404,150,312,1426,555,1352,1502
C,102,32983.0,971.7543950080872,1352,394,151,270,1425,525,1352,1503
C,103,34129.5,945.3696186542511,1353,382,151,278,1427,518,1353,1504
C,104,37171.5,1026.82546210289,1353,348,150,320,1427,498,1353,1503
C,105,32554.0,969.89652967453,1354,347,149,269,1426,476,1354,1503
C,106,34621.5,971.9970353841782,1354,322,149,304,1428,464,1354,1503
C,107,34005.0,1125.2934988737106,1353,299,150,323,1429,438,1353,1503
C,108,32624.0,893.9554052352905,1354,294,150,268,1427,427,1354,1504
C,109,33107.0,988.2985513210297,1354,264,150,308,1430,403,1354,1504
C,110,30909.0,1037.553384423256,1354,248,150,299,1429,378,1354,1504
C,111,28694.0,864.0142804384232,1354,238,150,244,1427,359,1354,1504
C,112,32598.0,1054.3818114995956,1354,204,150,292,1429,345,1354,1504
C,113,28602.0,1098.0975406169891,1354,196,150,316,1428,322,1354,1504
C,114,29134.0,894.6416970491409,1354,180,150,266,1429,308,1354,1504
C,115,31818.5,1009.5117540359497,1354,149,151,319,1431,290,1354,1505
C,116,25886.0,894.8427072763443,1354,145,151,253,1427,263,1354,1505
C,117,29176.5,940.5411912202835,1354,118,152,281,1429,254,1354,1506
C,118,28127.0,957.8965295553207,1355,95,151,293,1429,228,1355,1506
C,119,23074.0,868.9848428964615,1355,94,151,250,1428,207,1355,1506
C,120,26395.5,955.854899764061,1355,56,151,286,1431,191,1355,1506
C,121,23628.5,941.0264732837677,1356,42,151,282,1430,166,1356,1507
C,122,21400.5,879.2274831533432,1356,36,152,260,1430,151,1356,1508
C,123,22912.0,868.9848428964615,1356,0,150,275,1430,127,1356,1506
C,124,21887.0,897.8132699728012,1356,0,152,283,1434,117,1356,1508
C,125,19016.5,758.801077246666,1356,0,150,220,1433,100,1356,1506
C,126,18245.5,777.4873689413071,1361,0,145,232,1441,92,1361,1506
C,127,14764.0,846.2152905464172,1373,0,135,244,1446,80,1373,1508
C,128,12955.5,611.9482649564743,1380,0,127,172,1446,68,1380,1507
C,129,12330.0,721.5046138763428,1385,0,123,186,1451,67,1385,1508
C,130,8354.0,536.9360724687576,1388,0,120,137,1454,48,1388,1508
C,131,9517.0,519.9655100107193,1390,0,117,146,1459,51,1390,1507
C,132,6582.5,609.3208484649658,1400,0,109,162,1468,49,1400,1509
C,133,3335.0,340.71067678928375,1422,0,86,93,1475,28,1422,1508
C,134,2950.5,414.26702547073364,1426,0,83,97,1481,29,1426,1509
C,135,1813.0,244.08326017856598,1468,0,42,83,1495,32,1468,1510
C,136,790.5,121.69848430156708,1476,0,33,34,1493,13,1476,1509
C,137,993.0,160.42640602588654,1478,0,31,48,1494,19,1478,1509
C,138,1002.5,145.35533845424652,1478,0,32,45,1494,18,1478,1510
C,144,5793.0,444.8771971464157,1986,166,81,112,2028,216,1986,2067
R,29,4515.5,433.1198375225067,1964,1132,76,148,2010,1186,1964,2040
R,30,4766.0,441.7056243419647,1964,1119,76,149,2010,1174,1964,2040
R,31,4251.5,468.77669179439545,1965,1120,77,142,2012,1171,1965,2042
R,32,5028.0,450.8771973848343,1964,1104,78,138,2008,1158,1964,2042
R,33,4688.0,414.8771973848343,1965,1099,77,129,2010,1152,1965,2042
R,34,4654.0,407.7056243419647,1964,1096,78,130,2009,1150,1964,2042
R,35,5062.0,412.190905213356,1964,1080,79,134,2008,1137,1964,2043
R,36,4455.5,411.2619730234146,1964,1081,79,134,2010,1134,1964,2043
R,37,4848.5,423.2619729042053,1964,1070,80,134,2009,1126,1964,2044
R,38,4946.5,435.2619733810425,1965,1060,78,142,2010,1121,1965,2043
R,39,4562.5,445.94826555252075,1964,1060,78,144,2011,1120,1964,2042
R,40,4886.0,463.84775960445404,1965,1046,79,158,2010,1108,1965,2044
R,41,3635.0,356.39191603660583,1965,1042,77,115,2010,1094,1965,2042
R,42,3709.5,404.09040009975433,1965,1033,77,125,2008,1087,1965,2042
R,43,3876.5,395.8061292171478,1966,1021,76,137,2009,1078,1966,2042
R,44,3274.5,407.60511887073517,1966,1024,76,145,2010,1074,1966,2042
R,45,3915.5,406.29141080379486,1965,1008,77,144,2007,1058,1965,2042
R,46,3826.5,410.9777023792267,1965,1003,78,141,2011,1055,1965,2043
R,47,4048.0,414.7350617647171,1965,997,77,144,2010,1050,1965,2042
R,48,4615.0,431.76449966430664,1966,984,77,158,2011,1043,1966,2043
R,49,4122.0,415.22034323215485,1966,984,78,147,2013,1041,1966,2044
R,50,4609.5,433.32084834575653,1966,972,76,152,2011,1027,1966,2042
R,51,4640.5,445.8061295747757,1966,965,78,161,2013,1022,1966,2044
R,52,4297.0,428.04877066612244,1967,963,77,153,2014,1018,1967,2044
R,53,4819.5,444.29141092300415,1966,948,78,152,2012,1003,1966,2044
R,54,4272.5,446.1492751836777,1967,947,77,155,2016,1003,1967,2044
R,55,4629.5,464.4924213886261,1967,937,77,155,2014,992,1967,2044
R,56,4935.0,442.1909055709839,1966,926,79,154,2015,982,1966,2045
R,57,4483.5,439.60511910915375,1967,928,78,149,2018,981,1967,2045
R,58,5173.0,480.67618668079376,1967,912,79,154,2015,967,1967,2046
R,59,4534.5,443.11983811855316,1968,907,78,145,2016,958,1968,2046
R,60,4544.5,445.9482647180557,1967,904,79,142,2017,953,1967,2046
R,61,5026.0,438.534051656723,1968,888,78,147,2015,939,1968,2046
R,62,4363.0,410.53405117988586,1970,888,77,134,2019,939,1970,2047
R,63,4848.5,426.4924211502075,1968,876,78,140,2016,927,1968,2046
R,64,4818.0,423.22034323215485,1969,866,79,144,2018,920,1969,2048
R,65,4312.5,405.8061295747757,1970,868,80,130,2020,920,1970,2050
R,66,5267.5,463.2619733810425,1970,848,80,146,2018,906,1970,2050
R,67,4609.0,424.87719774246216,1970,845,79,144,2020,902,1970,2049
R,68,4680.0,437.0193325281143,1970,839,79,146,2019,897,1970,2049
R,69,5152.5,451.9482649564743,1970,824,79,156,2019,888,1970,2049
R,70,4364.0,443.5046136379242,1970,826,80,146,2023,889,1970,2050
R,71,4579.5,455.2619733810425,1970,811,80,159,2020,874,1970,2050
R,72,4445.5,449.1198378801346,1971,803,80,155,2020,863,1971,2051
R,73,3558.0,393.5634888410568,1971,804,79,139,2022,862,1971,2050
R,74,4464.5,442.77669191360474,1971,784,79,154,2018,844,1971,2050
R,75,3807.5,406.0071402788162,1974,780,75,147,2020,841,1974,2049
R,76,3341.5,392.9777022600174,1972,775,78,135,2018,829,1972,2050
R,77,4298.5,443.4629839658737,1972,757,78,156,2017,817,1972,2050
R,78,3394.5,415.1198378801346,1973,758,77,142,2020,817,1973,2050
R,79,3658.5,399.32084822654724,1973,746,77,141,2015,801,1973,2050
R,80,3803.5,443.80613017082214,1973,733,77,155,2016,793,1973,2050
R,81,2899.5,407.46298336982727,1974,738,78,141,2021,796,1974,2052
R,82,3720.0,425.220342874527,1973,717,79,147,2013,772,1973,2052
R,83,3423.5,414.7766922712326,1974,712,78,142,2017,766,1974,2052
R,84,3104.5,376.3502860069275,1974,711,78,123,2016,761,1974,2052
R,85,4159.0,456.53405153751373,1972,689,81,146,2014,744,1972,2053
R,86,3935.0,367.9066343307495,1975,689,78,125,2016,742,1975,2053
R,87,4264.0,384.5929266214371,1974,679,79,133,2016,735,1974,2053
R,88,5042.0,410.04877030849457,1975,663,78,144,2017,727,1975,2053
R,89,4578.5,362.1492750644684,1975,665,79,121,2018,724,1975,2054
R,90,5479.5,438.29141068458557,1975,648,79,142,2017,714,1975,2054
R,91,5921.0,426.0487697124481,1976,638,80,146,2019,708,1976,2056
R,92,5134.5,397.66399347782135,1977,640,77,134,2020,704,1977,2054
R,93,6159.5,454.2914105653763,1976,620,80,157,2019,691,1976,2056
R,94,5432.5,426.43354618549347,1978,615,78,145,2021,683,1978,2056
R,95,5932.5,452.0904014110565,1977,609,79,151,2022,682,1977,2056
R,96,6294.0,497.1614680290222,1976,594,81,168,2022,668,1976,2057
R,97,5820.5,408.4924212694168,1976,595,82,141,2023,663,1976,2058
R,98,6178.0,453.36247849464417,1977,578,80,159,2021,654,1977,2057
R,99,5788.0,506.81832242012024,1976,568,81,154,2020,639,1976,2057
R,100,5484.5,422.0904005765915,1976,566,81,139,2020,635,1976,2057
R,101,6295.5,493.2619732618332,1976,546,82,163,2020,625,1976,2058
R,102,5408.5,447.2619729042053,1978,542,80,146,2021,614,1978,2058
R,103,5397.0,449.5046138763428,1976,534,82,149,2021,608,1976,2058
R,104,5793.0,490.3330405950546,1977,519,81,169,2021,597,1977,2058
R,105,5025.0,448.4751762151718,1978,516,80,144,2021,589,1978,2058
R,106,5299.0,449.16146862506866,1977,504,81,160,2021,579,1977,2058
R,107,5272.0,496.6173117160797,1978,493,81,170,2022,568,1978,2059
R,108,4789.5,462.4335460662842,1979,490,79,143,2023,562,1979,2058
R,109,5016.0,473.8477599620819,1979,475,80,163,2022,548,1979,2059
R,110,4640.0,510.4751765727997,1980,468,79,153,2023,539,1980,2059
R,111,4226.5,402.9777030944824,1980,462,78,134,2023,530,1980,2058
R,112,4983.5,431.60511922836304,1979,446,79,158,2023,520,1979,2058
R,113,4371.5,480.23253631591797,1979,441,80,151,2026,513,1979,2059
R,114,4481.5,408.7766921520233,1979,432,78,145,2025,502,1979,2057
R,115,4914.0,449.84775948524475,1980,419,80,165,2027,494,1980,2060
R,116,3868.0,390.73506224155426,1983,417,76,132,2027,483,1983,2059
R,117,4556.5,430.4335457086563,1980,403,79,149,2026,474,1980,2059
R,118,4319.0,448.3330409526825,1980,393,81,154,2029,465,1980,2061
R,119,3451.0,374.59292674064636,1984,392,76,121,2030,456,1984,2060
R,120,4368.5,431.80613005161285,1981,375,79,147,2028,445,1981,2060
R,121,3584.5,402.6345566511154,1981,368,80,142,2032,437,1981,2061
R,122,3263.0,398.67618668079376,1982,364,79,130,2031,428,1982,2061
R,123,3812.0,408.877197265625,1981,350,80,136,2030,414,1981,2061
R,124,3646.0,415.01933312416077,1982,343,80,141,2033,410,1982,2062
R,125,3302.0,359.0782080888748,1982,337,80,123,2031,397,1982,2062
R,126,4236.0,396.7350620031357,1982,320,80,142,2030,388,1982,2062
R,127,3939.5,395.6639943122864,1982,317,81,137,2031,381,1982,2063
R,128,3827.0,368.24978053569794,1982,310,81,122,2030,368,1982,2063
R,129,4746.5,401.8061298131943,1984,295,80,139,2030,360,1984,2064
R,130,4112.0,352.59292554855347,1984,292,78,120,2029,349,1984,2062
R,131,5041.0,410.73506212234497,1983,280,81,138,2030,346,1983,2064
R,132,5237.0,419.22034323215485,1984,268,80,142,2030,334,1984,2064
R,133,4553.0,366.87719666957855,1984,266,81,124,2030,322,1984,2065
R,134,5379.0,396.0487697124481,1984,252,82,140,2029,314,1984,2066
R,135,5673.5,393.4629839658737,1984,244,82,130,2028,305,1984,2066
R,136,5442.0,370.9360725879669,1984,238,81,118,2027,295,1984,2065
R,137,6553.0,411.76449942588806,1984,224,82,137,2028,290,1984,2066
R,138,6200.5,393.80613052845,1984,218,81,122,2027,276,1984,2065
R,144,64.0,50.485281229019165,2008,272,12,16,2014,280,2008,2020
