label,frame,area,perimeter,x,y,w,h,cx,cy,uL,uR
C,125,16589.0,744.4163016080856,1358,0,134,224,1419,100,1358,1492
C,126,16532.5,725.3452335596085,1359,0,121,232,1413,97,1359,1480
C,127,16709.5,693.2619735002518,1357,0,117,224,1406,97,1357,1474
C,128,13168.5,610.776692032814,1357,0,105,200,1401,80,1357,1462
C,129,9256.5,513.6639941930771,1358,0,102,145,1401,57,1358,1460
C,130,7556.5,472.97770261764526,1358,0,96,121,1400,47,1358,1454
C,131,7190.0,485.0782079696655,1358,0,94,128,1393,48,1358,1452
C,132,5679.0,451.07820773124695,1358,0,96,117,1396,36,1358,1454
C,133,4241.5,351.23758816719055,1358,0,80,88,1387,33,1358,1438
C,134,1344.0,256.85281229019165,1358,0,62,51,1378,15,1358,1420
C,135,800.0,161.25483322143555,1359,0,41,32,1380,11,1359,1400
C,136,180.0,86.28427076339722,1359,0,29,12,1371,4,1359,1388
C,149,54.0,44.485281229019165,650,0,20,6,659,2,650,670
R,42,4281.0,430.0487707853317,1966,1150,74,157,2009,1213,1966,2040
R,44,3979.5,432.97770261764526,1966,1138,76,146,2009,1198,1966,2042
R,45,2964.5,399.32084822654724,1964,1132,78,132,2013,1190,1964,2042
R,46,2925.0,351.2792183160782,1966,1131,75,115,2009,1180,1966,2041
R,47,3455.0,421.5634890794754,1964,1115,78,131,2012,1170,1964,2042
R,48,2333.5,323.3797231912613,1967,1122,75,106,2015,1169,1967,2042
R,49,3815.5,348.3502860069275,1964,1099,79,111,2007,1145,1964,2043
R,50,2991.0,331.07820761203766,1964,1099,80,104,2012,1144,1964,2044
R,51,3736.0,334.93607223033905,1964,1090,80,104,2009,1134,1964,2044
R,52,4038.0,361.4213536977768,1965,1080,79,110,2012,1127,1965,2044
R,53,3217.0,359.7644993066788,1965,1080,79,103,2014,1124,1965,2044
R,54,4400.0,348.1076452732086,1964,1060,80,110,2009,1105,1964,2044
R,55,3844.0,346.1076452732086,1965,1060,79,108,2014,1106,1965,2044
R,56,4521.5,365.1787130832672,1965,1048,79,124,2012,1097,1965,2044
R,57,4397.0,360.5929266214371,1965,1039,80,121,2013,1088,1965,2045
R,58,3823.0,361.5634889602661,1965,1040,79,114,2015,1087,1965,2044
R,59,4832.0,360.1076453924179,1966,1018,79,120,2012,1068,1966,2045
R,60,4435.5,382.14927542209625,1966,1017,79,120,2015,1067,1966,2045
R,61,4495.0,373.90663504600525,1966,1009,80,114,2013,1054,1966,2046
R,62,4903.5,376.49242103099823,1968,994,79,118,2014,1041,1968,2047
R,63,4324.0,363.4213536977768,1968,996,78,116,2016,1042,1968,2046
R,64,5699.5,405.8061293363571,1967,975,80,131,2014,1025,1967,2047
R,65,5189.5,399.1198379993439,1968,972,79,128,2016,1022,1968,2047
R,66,5549.5,407.1198379993439,1967,963,80,128,2015,1014,1967,2047
R,67,6214.5,427.7472548484802,1967,951,81,143,2015,1006,1967,2048
R,68,5140.0,442.877197265625,1968,952,80,131,2017,1003,1968,2048
R,69,6381.0,480.67618703842163,1968,929,80,151,2014,985,1968,2048
R,70,5546.5,432.6345565319061,1968,928,80,136,2016,980,1968,2048
R,71,5435.5,468.91882741451263,1968,915,80,141,2014,967,1968,2048
R,72,5451.5,393.46298384666443,1968,903,81,126,2014,951,1968,2049
R,73,5187.0,393.5634890794754,1968,902,81,120,2015,952,1968,2049
R,74,6545.0,468.67618680000305,1969,878,81,148,2014,935,1969,2050
R,75,5679.5,388.14927530288696,1969,878,81,126,2016,927,1969,2050
R,76,5985.0,404.0487699508667,1969,864,81,128,2016,916,1969,2050
R,77,7098.5,423.46298360824585,1969,848,83,144,2016,905,1969,2052
R,78,6552.5,422.4335458278656,1969,850,82,136,2016,903,1969,2051
R,79,8028.5,470.23253560066223,1969,825,83,159,2014,888,1969,2052
R,80,8297.5,440.91882729530334,1970,821,82,143,2013,883,1970,2052
R,81,8785.5,498.85995221138,1970,814,82,144,2012,878,1970,2052
R,82,9957.5,471.6051193475723,1970,793,84,155,2011,865,1970,2054
R,83,10083.5,490.5756814479828,1970,792,84,150,2009,865,1970,2054
R,84,9958.0,520.676186800003,1970,772,84,156,2010,846,1970,2054
R,85,10246.5,493.06096291542053,1971,764,83,154,2010,838,1971,2054
R,86,10066.5,544.8599525690079,1970,756,84,153,2011,830,1970,2054
R,87,10563.0,552.3330409526825,1972,736,83,164,2011,815,1972,2055
R,88,10828.0,510.3330410718918,1971,732,85,164,2011,810,1971,2056
R,89,10700.0,546.8183221817017,1972,718,84,164,2012,797,1972,2056
R,90,10982.0,527.4457383155823,1972,704,85,164,2012,784,1972,2057
R,91,10810.5,546.85995221138,1972,699,86,165,2012,777,1972,2058
R,92,10692.0,538.8183220624924,1971,682,87,162,2013,761,1971,2058
R,93,11000.0,506.53405141830444,1972,672,87,162,2014,751,1972,2059
R,94,10254.0,499.0193326473236,1972,663,87,151,2014,739,1972,2059
R,95,10900.5,509.60511898994446,1974,645,85,161,2015,726,1974,2059
R,96,10772.5,532.2325357198715,1974,640,85,162,2015,717,1974,2059
R,97,10273.5,473.94826424121857,1975,628,84,150,2016,703,1975,2059
R,98,11498.0,523.1614682674408,1974,611,86,167,2016,694,1974,2060
R,99,9698.0,452.1909055709839,1975,612,85,144,2017,681,1975,2060
R,100,9915.5,492.776692032814,1975,592,85,144,2018,664,1975,2060
R,101,9013.0,446.534050822258,1976,586,86,130,2018,651,1976,2062
R,102,9488.5,464.29141092300415,1975,576,86,136,2018,645,1975,2061
R,103,9843.5,489.94826459884644,1976,559,86,145,2017,630,1976,2062
R,104,8839.5,426.63455617427826,1977,556,83,128,2018,621,1977,2060
R,105,10199.5,471.6639943122864,1977,535,83,147,2018,609,1977,2060
R,106,9507.0,469.1614682674408,1976,529,85,139,2018,597,1976,2061
R,107,9571.5,474.43354642391205,1977,518,85,139,2019,587,1977,2062
R,108,10403.0,493.0193327665329,1976,500,86,152,2018,575,1976,2062
R,109,10207.0,476.8183218240738,1976,497,86,147,2018,570,1976,2062
R,110,11907.5,543.889389872551,1977,478,86,172,2018,564,1977,2063
R,111,11681.0,538.4751770496368,1977,469,85,169,2018,552,1977,2062
R,112,11351.5,568.5168063640594,1977,460,86,168,2018,542,1977,2063
R,113,11102.0,526.4751764535904,1978,441,86,160,2020,522,1978,2064
R,114,11699.5,509.9482651948929,1977,435,87,167,2019,518,1977,2064
R,115,10835.0,546.9604575634003,1978,424,86,160,2020,505,1978,2064
R,116,11505.5,505.2619730234146,1979,408,86,166,2021,491,1979,2065
R,117,12053.5,532.9188272953033,1979,401,86,171,2020,487,1979,2065
R,118,10881.0,515.5046139955521,1979,391,86,160,2021,471,1979,2065
R,119,12307.5,564.7178167104721,1980,373,86,177,2021,462,1980,2066
R,120,10224.0,489.64674985408783,1980,370,86,146,2022,444,1980,2066
R,121,11237.0,485.4213538169861,1979,354,87,160,2023,435,1979,2066
R,122,12019.0,512.8771975040436,1980,341,87,175,2022,427,1980,2067
R,123,9822.0,481.36247861385345,1981,336,87,146,2023,410,1981,2068
R,124,10200.5,485.8061295747757,1981,318,87,152,2024,394,1981,2068
R,125,10079.5,485.60511922836304,1981,310,87,146,2024,383,1981,2068
R,126,11393.0,509.5046137571335,1982,298,86,166,2024,382,1982,2068
R,127,12396.0,551.6467492580414,1981,282,88,178,2024,373,1981,2069
R,128,11477.0,503.16146779060364,1982,277,87,170,2024,361,1982,2069
R,129,10748.5,485.46298372745514,1982,264,87,156,2025,342,1982,2069
R,130,11306.5,499.9482650756836,1981,250,89,160,2025,332,1981,2070
R,131,11912.0,511.0193325281143,1983,243,86,172,2025,329,1983,2069
R,132,11744.5,527.7472544908524,1982,228,89,167,2026,314,1982,2071
R,133,12070.5,542.9188274145126,1984,216,86,175,2026,304,1984,2070
R,134,11399.0,518.6761873960495,1983,206,88,166,2027,291,1983,2071
R,135,11805.0,520.0487704277039,1984,193,88,168,2027,280,1984,2072
R,136,11694.0,559.9898951053619,1984,182,87,170,2027,268,1984,2071
R,149,10075.0,507.9898953437805,1987,58,93,144,2032,129,1987,2080
