label,frame,area,perimeter,x,y,w,h,cx,cy,uL,uR
L,71,8069.0,465.36247849464417,599,395,89,153,641,466,599,688
L,72,6453.5,456.9188280105591,599,396,89,132,643,454,599,688
L,73,7031.5,415.8061293363571,599,383,88,131,641,447,599,687
L,74,6861.0,455.0193327665329,598,369,90,153,640,435,598,688
L,75,5712.0,421.22034323215485,598,370,87,125,640,427,598,685
L,76,6106.0,441.36247885227203,600,354,88,128,643,415,600,688
L,77,6765.5,422.2914103269577,599,344,89,138,640,410,599,688
L,78,5345.5,419.8061306476593,598,343,88,137,639,400,598,686
L,79,5530.0,397.70562398433685,598,328,89,125,642,388,598,687
L,80,6094.5,398.6345566511154,598,317,87,132,640,381,598,685
L,81,5253.0,454.4751763343811,597,316,89,140,639,374,597,686
L,82,5106.5,382.00713980197906,598,304,88,118,640,362,598,686
L,83,5608.5,435.2619731426239,598,289,88,137,638,354,598,686
L,84,4709.0,491.1614685058594,597,287,88,129,638,345,597,685
L,85,5447.0,423.3624783754349,599,275,86,133,638,338,599,685
L,86,5906.5,472.91882717609406,597,260,88,156,637,330,597,685
L,87,4954.5,449.40410912036896,597,260,87,124,636,321,597,684
L,88,5412.5,433.94826459884644,598,246,86,145,636,313,598,684
L,89,5035.5,522.5756816864014,597,234,87,156,636,298,597,684
L,90,4716.0,414.87719774246216,598,231,86,122,636,291,598,684
L,91,5005.0,521.303603053093,597,216,87,142,635,282,597,684
L,92,4984.0,493.4457389116287,596,206,88,150,634,271,596,684
L,93,4425.0,417.3624783754349,597,202,86,124,634,263,597,683
L,94,4943.5,427.11983811855316,598,190,85,138,633,256,598,683
L,95,4988.0,465.6467490196228,596,178,87,153,632,245,596,683
L,96,4433.5,404.6345567703247,596,173,86,134,631,237,596,682
C,0,10211.5,607.4284937381744,1347,1307,147,165,1414,1392,1347,1494
C,1,11212.0,672.7005717754364,1348,1291,146,176,1412,1382,1348,1494
C,2,11569.5,687.2274836301804,1347,1278,147,189,1407,1377,1347,1494
C,3,10638.5,670.6000664234161,1347,1270,147,204,1403,1369,1347,1494
C,4,10793.0,716.0142803192139,1347,1254,148,206,1406,1349,1347,1495
C,5,10292.5,668.8010771274567,1348,1243,147,204,1405,1335,1348,1495
C,6,11430.0,721.5289988517761,1347,1227,149,224,1407,1322,1347,1496
C,7,12719.0,753.1858532428741,1347,1208,149,252,1408,1305,1347,1496
C,8,13187.5,719.9137750864029,1348,1194,147,234,1411,1286,1348,1495
C,9,16144.0,725.5289989709854,1348,1174,148,246,1411,1277,1348,1496
C,10,19073.0,811.2691136598587,1348,1158,148,262,1411,1272,1348,1496
C,11,21128.5,806.1980456113815,1348,1140,149,260,1414,1261,1348,1497
C,12,19388.0,847.1269780397415,1347,1126,151,275,1418,1238,1347,1498
C,13,15023.0,799.7543940544128,1348,1109,149,225,1428,1203,1348,1497
C,14,16115.0,773.3279885053635,1350,1085,147,217,1432,1183,1350,1497
C,15,16959.5,788.5411911010742,1349,1078,148,229,1428,1178,1349,1497
C,16,18290.0,782.2985508441925,1349,1058,148,235,1425,1168,1349,1497
C,17,18740.0,891.553384065628,1348,1036,150,260,1423,1151,1348,1498
C,18,14584.0,892.5239470005035,1348,1033,150,243,1425,1132,1348,1498
C,19,15348.0,862.5828216075897,1350,1000,148,239,1428,1105,1350,1498
C,20,17549.0,881.151362657547,1350,984,149,257,1424,1097,1350,1499
C,21,16139.5,989.1929930448532,1348,987,150,260,1419,1097,1348,1498
C,22,15627.5,879.2518680095673,1349,955,150,248,1424,1064,1349,1499
C,23,16841.5,910.766587138176,1349,938,150,262,1420,1055,1349,1499
C,24,14875.5,900.4823161363602,1349,942,149,260,1414,1053,1349,1498
C,25,16015.5,877.1686079502106,1349,904,151,280,1417,1023,1349,1500
C,26,14657.5,877.2518681287766,1349,895,151,258,1415,1012,1349,1500
C,27,11680.5,773.9381603002548,1350,890,150,222,1417,993,1350,1500
C,28,12334.5,813.168607711792,1350,856,150,244,1422,960,1350,1500
C,29,10580.5,773.0264728069305,1350,856,150,234,1415,959,1350,1500
C,30,11134.0,825.5533843040466,1350,838,150,252,1418,944,1350,1500
C,31,12329.5,765.1686080694199,1351,814,150,240,1417,927,1351,1501
C,32,11211.0,769.955404996872,1350,816,150,240,1410,930,1350,1500
C,33,11628.0,858.7249567508698,1352,789,148,271,1416,905,1352,1500
C,34,11082.5,925.7960246801376,1350,770,151,271,1414,888,1350,1501
C,35,9761.5,756.4823163747787,1351,768,150,240,1409,885,1351,1501
C,36,11745.0,817.9554057121277,1351,736,150,276,1415,860,1351,1501
C,37,10900.5,759.9970343112946,1352,722,150,255,1414,844,1352,1502
C,38,11259.5,762.5411914587021,1351,713,151,267,1412,840,1351,1502
C,39,13270.5,842.1391710042953,1350,682,153,282,1416,813,1350,1503
C,40,12673.0,838.0386649370193,1353,674,150,282,1413,805,1353,1503
C,41,13514.5,893.9381605386734,1351,662,151,303,1410,800,1351,1502
C,42,15513.5,918.4234414100647,1352,632,151,319,1411,778,1352,1503
C,43,13982.5,944.0214198827744,1352,627,151,308,1409,764,1352,1503
C,44,14679.0,881.8965302705765,1353,608,150,301,1410,748,1353,1503
C,45,15149.5,924.9087219238281,1352,585,152,319,1410,726,1352,1504
C,46,12593.0,841.8376536369324,1352,583,152,265,1410,708,1352,1504
C,47,13947.0,773.4701234102249,1352,554,152,254,1415,680,1352,1504
C,48,14645.0,866.180800318718,1353,536,151,290,1411,673,1353,1504
C,49,13214.0,824.5828216075897,1352,535,152,283,1408,664,1352,1504
C,50,14429.0,812.9848425388336,1354,505,150,265,1415,633,1354,1504
C,51,14455.0,854.3818097114563,1353,488,152,293,1410,623,1353,1505
C,52,11819.5,750.5411914587021,1352,490,153,234,1411,609,1352,1505
C,53,13971.5,807.026472568512,1354,452,152,259,1417,577,1354,1506
C,54,13181.0,779.4112496376038,1353,444,153,260,1411,574,1353,1506
C,55,11878.0,842.0975404977798,1353,442,153,265,1409,566,1353,1506
C,56,13572.0,803.2691134214401,1354,406,152,268,1417,528,1354,1506
C,57,12932.5,861.4528790712357,1353,395,153,267,1411,523,1353,1506
C,58,12477.5,802.1980448961258,1353,390,154,253,1411,514,1353,1507
C,59,14439.5,858.5411914587021,1354,356,153,274,1418,481,1354,1507
C,60,13305.5,757.854899764061,1354,348,154,254,1414,473,1354,1508
C,61,13823.0,788.2985508441925,1354,337,154,259,1414,467,1354,1508
C,62,15176.5,807.8549002408981,1354,307,154,259,1420,435,1354,1508
C,63,14143.0,795.2691130638123,1354,299,154,263,1414,429,1354,1508
C,64,14466.0,836.2396759986877,1354,290,154,270,1417,415,1354,1508
C,65,16354.5,804.1980458498001,1354,257,155,267,1421,383,1354,1509
C,66,16799.5,822.8254634141922,1354,250,155,280,1416,383,1354,1509
C,67,16939.5,800.3990556001663,1356,238,153,260,1419,366,1356,1509
C,68,19620.0,956.180801153183,1354,206,156,308,1418,349,1354,1510
C,69,17933.0,888.1808004379272,1354,203,156,292,1418,335,1354,1510
C,70,16716.0,844.3818114995956,1356,188,154,252,1421,311,1356,1510
C,71,19413.5,919.168607711792,1355,159,156,289,1420,294,1355,1511
C,72,17787.5,947.8792842626572,1355,158,155,282,1418,283,1355,1510
C,73,18137.5,720.9432125091553,1356,136,155,250,1424,257,1356,1511
C,74,20986.5,858.8254626989365,1356,113,156,283,1421,249,1356,1512
C,75,16819.5,757.4284934997559,1356,114,155,238,1423,227,1356,1511
C,76,17708.5,811.7127648591995,1356,87,156,233,1428,201,1356,1512
C,77,19858.5,831.7960249185562,1356,64,156,260,1425,189,1356,1512
C,78,17551.5,823.8548992872238,1356,66,156,252,1422,181,1356,1512
C,79,17247.0,759.1269778013229,1357,38,155,234,1430,149,1357,1512
C,80,20034.0,801.269112944603,1357,16,155,256,1429,136,1357,1512
C,81,19972.5,839.1686074733734,1357,15,155,244,1426,134,1357,1512
C,82,18121.5,779.2274830341339,1358,0,154,220,1432,102,1358,1512
C,83,19502.5,787.6295040845871,1358,0,155,222,1427,99,1358,1513
C,84,16840.5,841.7127643823624,1357,0,155,205,1424,85,1357,1512
C,85,17099.0,680.4751765727997,1358,0,151,188,1425,80,1358,1509
C,86,18847.0,731.2447283267975,1357,0,149,186,1422,83,1357,1506
C,87,13531.5,698.5168063640594,1358,0,144,153,1424,58,1358,1502
C,88,12093.5,607.9482649564743,1358,0,130,138,1412,59,1358,1488
C,89,10982.5,567.1787132024765,1358,0,118,134,1407,57,1358,1476
C,90,5777.0,452.45079123973846,1358,0,106,93,1404,32,1358,1464
C,91,6298.0,394.16652035713196,1358,0,104,92,1401,34,1358,1462
C,92,4983.5,393.5807340145111,1358,0,100,68,1408,26,1358,1458
C,93,622.5,161.9827550649643,1359,0,31,36,1372,13,1359,1390
C,94,1057.5,187.49747371673584,1359,0,55,38,1378,12,1359,1414
C,95,455.0,122.97056245803833,1400,0,44,16,1422,5,1400,1444
C,96,70.5,38.72792184352875,1424,6,10,14,1427,12,1424,1434
R,0,2168.5,333.32084834575653,1965,1022,81,92,1999,1062,1965,2046
R,1,2403.5,335.1787132024765,1966,1012,80,103,1999,1054,1966,2046
R,2,2601.0,340.39191579818726,1967,1005,80,109,1998,1048,1967,2047
R,3,2697.5,363.46298360824585,1966,999,81,117,1996,1045,1966,2047
R,4,3060.0,386.39191603660583,1965,989,81,119,1998,1036,1965,2046
R,5,3344.5,377.9482647180557,1965,980,83,116,1999,1031,1965,2048
R,6,3729.0,372.0487697124481,1965,974,83,122,1998,1027,1965,2048
R,7,4073.0,364.3919155597687,1965,964,83,124,1999,1021,1965,2048
R,8,3939.5,372.14927530288696,1966,956,82,124,2000,1011,1966,2048
R,9,4132.5,401.1198379993439,1967,948,81,128,1999,1005,1967,2048
R,10,4306.5,448.776692032814,1966,938,82,139,1998,998,1966,2048
R,11,4435.0,407.7056243419647,1966,931,84,137,1998,990,1966,2050
R,12,4637.0,410.048770070076,1966,922,84,142,1997,984,1966,2050
R,13,4169.0,368.73506212234497,1966,916,84,123,2000,971,1966,2050
R,14,4302.5,354.9777021408081,1967,903,83,111,2004,958,1967,2050
R,15,4350.5,368.9777022600174,1968,897,82,117,2003,954,1968,2050
R,16,4414.5,390.6345578432083,1967,891,83,117,2002,948,1967,2050
R,17,4951.0,421.84775936603546,1968,877,84,132,2002,940,1968,2052
R,18,4491.5,400.43354618549347,1967,874,83,120,2002,932,1967,2050
R,19,4452.0,386.534051656723,1968,862,84,112,2007,917,1968,2052
R,20,5082.5,413.2619731426239,1968,850,84,122,2005,911,1968,2052
R,21,4824.5,430.5756810903549,1966,851,86,127,2001,913,1966,2052
R,22,4706.0,427.84775960445404,1968,838,84,118,2006,894,1968,2052
R,23,5217.5,407.2619733810425,1968,827,84,125,2005,888,1968,2052
R,24,4976.5,414.5756813287735,1968,828,84,128,2002,889,1968,2052
R,25,5373.5,443.8893897533417,1968,813,85,127,2005,874,1968,2053
R,26,4943.0,423.50461399555206,1968,805,85,121,2004,864,1968,2053
R,27,4040.0,403.0193327665329,1968,807,84,107,2005,857,1968,2052
R,28,4763.0,369.5634888410568,1969,787,85,117,2007,842,1969,2054
R,29,4497.5,369.6051186323166,1970,786,84,115,2007,838,1970,2054
R,30,4443.0,354.24978029727936,1971,781,83,113,2009,831,1971,2054
R,31,5000.5,368.29141092300415,1970,764,84,116,2010,818,1970,2054
R,32,4884.5,372.29141068458557,1970,764,84,116,2008,818,1970,2054
R,33,4710.0,445.705624461174,1970,754,84,112,2010,806,1970,2054
R,34,5314.0,428.3330410718918,1971,741,85,121,2009,797,1971,2056
R,35,4990.0,411.3624781370163,1971,740,83,115,2008,795,1971,2054
R,36,5466.0,463.78888416290283,1972,724,83,130,2010,784,1972,2055
R,37,5660.0,446.6761864423752,1972,717,86,123,2010,775,1972,2058
R,38,5730.5,445.9482651948929,1972,716,86,124,2009,774,1972,2058
R,39,6121.0,483.6467487812042,1972,698,86,135,2012,760,1972,2058
R,40,6220.0,423.3624783754349,1973,691,85,129,2011,752,1973,2058
R,41,6417.0,480.8183219432831,1973,686,85,140,2010,750,1973,2058
R,42,7065.5,491.7472542524338,1972,670,87,152,2011,740,1972,2059
R,43,6832.0,490.96045768260956,1974,666,85,134,2013,730,1974,2059
R,44,7341.5,484.09039998054504,1973,658,86,140,2012,726,1973,2059
R,45,7227.5,443.948264837265,1974,644,84,134,2014,710,1974,2058
R,46,6572.5,441.9482650756836,1974,643,83,123,2014,703,1974,2057
R,47,6941.0,463.7056245803833,1974,630,84,125,2016,694,1974,2058
R,48,7494.0,461.0193328857422,1975,620,83,139,2015,686,1975,2058
R,49,6864.5,458.29141068458557,1975,616,85,124,2016,679,1975,2060
R,50,7300.5,478.29141104221344,1976,604,82,132,2016,669,1976,2058
R,51,7642.5,503.11983811855316,1975,596,85,142,2015,661,1975,2060
R,52,6464.5,422.83556723594666,1976,596,82,116,2016,653,1976,2058
R,53,7109.5,508.43354618549347,1976,580,82,126,2016,642,1976,2058
R,54,7475.5,457.9482641220093,1977,571,81,133,2016,634,1977,2058
R,55,6675.5,512.776692032814,1976,568,81,134,2016,627,1976,2057
R,56,7511.0,506.67618691921234,1978,549,80,139,2017,615,1978,2058
R,57,7623.5,509.0609624385834,1978,545,80,131,2016,608,1978,2058
R,58,7698.0,477.9898952245712,1977,542,83,132,2017,604,1977,2060
R,59,8187.0,465.5634890794754,1978,522,82,132,2017,588,1978,2060
R,60,8487.5,432.6345565319061,1976,519,84,132,2017,585,1976,2060
R,61,7798.0,486.8771973848343,1978,513,83,135,2018,576,1978,2061
R,62,8709.0,490.53405153751373,1977,496,84,134,2018,564,1977,2061
R,63,9026.5,462.43354630470276,1977,492,83,142,2017,561,1977,2060
R,64,8278.5,479.60511898994446,1978,485,84,133,2017,551,1978,2062
R,65,9442.0,492.1909055709839,1976,470,86,142,2017,542,1976,2062
R,66,9276.0,494.3330409526825,1978,466,84,142,2018,535,1978,2062
R,67,9614.0,503.3036034107208,1978,458,86,145,2018,531,1978,2064
R,68,10629.0,575.7888847589493,1978,442,84,164,2018,521,1978,2062
R,69,9100.5,474.43354642391205,1978,441,86,133,2019,508,1978,2064
R,70,9367.5,515.7472546100616,1980,433,81,143,2019,505,1980,2061
R,71,10552.0,586.617311835289,1978,417,85,165,2019,495,1978,2063
R,72,8731.5,498.91882729530334,1980,416,83,134,2020,482,1980,2063
R,73,9605.0,435.9655100107193,1980,408,84,138,2020,477,1980,2064
R,74,10064.5,506.14927530288696,1980,392,85,162,2022,466,1980,2065
R,75,8680.5,474.3502860069275,1980,392,84,136,2021,457,1980,2064
R,76,9182.0,489.5634889602661,1981,376,85,137,2021,448,1981,2066
R,77,10209.5,533.2619732618332,1981,368,85,152,2022,442,1981,2066
R,78,8410.0,523.2203433513641,1983,366,82,137,2022,431,1983,2065
R,79,8943.5,486.97770261764526,1982,354,84,134,2022,422,1982,2066
R,80,10045.0,525.5046137571335,1982,342,86,148,2023,416,1982,2068
R,81,8771.5,557.5462436676025,1982,340,83,140,2024,409,1982,2065
R,82,8428.0,518.818322300911,1984,330,80,132,2024,398,1984,2064
R,83,9520.0,565.3624783754349,1984,317,81,147,2024,393,1984,2065
R,84,8179.5,554.7766922712326,1984,315,82,133,2025,384,1984,2066
R,85,8992.5,550.0904003381729,1984,303,80,145,2025,378,1984,2064
R,86,9617.5,589.1198381185532,1984,291,82,163,2027,368,1984,2066
R,87,8633.0,498.3919162750244,1986,288,81,136,2027,361,1986,2067
R,88,9509.5,561.7472547292709,1986,276,82,154,2026,354,1986,2068
R,89,8982.0,589.6467493772507,1988,266,80,150,2027,339,1988,2068
R,90,8559.5,574.5168067216873,1988,262,80,136,2026,332,1988,2068
R,91,8893.0,543.64674949646,1986,252,82,148,2027,325,1986,2068
R,92,9057.0,607.9310200214386,1988,240,79,158,2027,314,1988,2067
R,93,8349.0,538.3330407142639,1990,237,79,135,2027,307,1990,2069
R,94,9114.0,550.8183220624924,1988,226,80,150,2028,300,1988,2068
R,95,9140.0,568.9604575634003,1988,217,81,155,2028,290,1988,2069
R,96,8135.0,488.1909054517746,1990,212,79,134,2029,280,1990,2069
