label,frame,area,perimeter,x,y,w,h,cx,cy,uL,uR
L,41,6847.5,518.4335461854935,604,834,86,176,634,903,604,690
L,42,5603.0,501.84775936603546,604,830,86,163,631,892,604,690
L,43,5452.5,477.1198378801346,602,826,88,152,631,882,602,690
L,44,5574.0,464.8771973848343,602,813,88,153,633,865,602,690
L,45,4789.0,469.1614680290222,602,812,88,130,631,860,602,690
L,46,4947.5,421.1787130832672,603,798,87,132,635,846,603,690
L,47,4964.5,408.4924212694168,602,789,88,131,634,838,602,690
L,48,4195.5,412.00714015960693,603,789,86,125,633,835,603,689
L,49,4985.0,434.877197265625,602,770,88,135,637,818,602,690
L,50,4543.0,421.7056243419647,602,766,87,130,634,815,602,689
L,51,4114.0,411.01933240890503,602,761,87,121,637,804,602,689
L,52,4890.0,400.04877042770386,603,742,86,125,639,791,603,689
L,53,3919.0,359.90663492679596,602,743,87,110,635,789,602,689
L,54,4500.0,379.4213534593582,602,728,86,120,637,777,602,688
L,55,4584.5,402.6345567703247,601,718,87,125,636,769,601,688
L,56,3558.5,363.6639940738678,601,720,87,114,632,769,601,688
L,57,4523.0,382.04877030849457,601,697,88,117,639,749,601,689
L,58,3895.0,377.705624461174,601,694,89,113,636,745,601,690
L,59,3775.5,392.977702498436,602,686,88,122,636,739,602,690
L,60,4892.0,416.39191579818726,601,668,88,140,638,726,601,689
L,61,3929.5,436.14927530288696,601,668,86,139,634,725,601,687
L,62,4027.0,421.7056243419647,602,654,86,132,639,708,602,688
L,63,4857.0,433.5046137571335,600,639,88,145,638,699,600,688
L,64,4107.5,436.43354654312134,600,640,88,147,634,701,600,688
L,65,4826.5,477.06096279621124,601,620,87,170,639,684,601,688
L,66,4697.5,479.88938987255096,600,612,88,169,637,676,600,688
L,67,4361.0,428.19090592861176,600,610,88,156,635,673,600,688
L,68,5369.5,457.2619731426239,600,588,89,163,640,654,600,689
L,69,5006.5,443.4041086435318,599,584,89,152,638,647,599,688
L,70,5055.0,445.5046137571335,599,576,89,152,638,638,599,688
L,71,6201.5,426.29141068458557,599,555,89,155,640,625,599,688
L,72,6653.5,443.2619733810425,599,553,89,155,637,626,599,688
L,73,7633.0,516.1320303678513,598,539,91,175,637,620,598,689
L,74,7361.0,461.84775972366333,598,527,90,157,639,602,598,688
L,75,7397.5,514.7178173065186,598,522,90,166,637,597,598,688
L,76,7922.5,528.7178168296814,598,506,90,174,638,584,598,688
L,77,8166.5,455.462983250618,598,497,90,159,639,573,598,688
L,78,8615.0,485.84775960445404,598,490,90,168,639,566,598,688
L,79,8409.5,497.4041088819504,598,476,90,154,640,549,598,688
L,80,8891.5,484.0904002189636,598,468,90,152,640,541,598,688
L,81,9156.0,509.1614682674408,598,458,89,165,640,533,598,687
L,82,9098.0,485.84776055812836,598,446,90,144,641,518,598,688
L,83,9366.5,462.6345567703247,598,438,90,146,641,510,598,688
L,84,9923.5,562.3746707439423,597,426,90,162,641,503,597,687
L,85,8392.0,453.3624790906906,597,417,90,135,643,482,597,687
L,86,9220.0,462.53405141830444,597,404,89,148,644,475,597,686
L,87,9028.0,469.01933217048645,597,397,90,139,643,464,597,687
L,88,8845.5,448.634556889534,597,386,90,134,643,452,597,687
L,89,9750.5,528.0904005765915,597,372,89,154,643,444,597,686
L,90,8766.0,447.36247873306274,596,367,90,135,643,431,596,686
L,91,9769.5,552.5756816864014,597,352,89,156,644,423,597,686
L,92,9872.5,514.7178169488907,596,341,90,149,643,412,596,686
L,93,9564.0,512.0487703084946,596,336,90,142,643,403,596,686
L,94,10464.0,519.0193328857422,596,320,90,154,642,393,596,686
L,95,10689.0,492.39191603660583,596,313,90,153,643,385,596,686
L,96,10804.0,525.9898952245712,596,306,91,158,642,379,596,687
L,97,9069.5,482.634556889534,596,290,90,134,641,354,596,686
L,98,9078.5,491.2619732618332,596,282,91,139,641,345,596,687
L,99,9091.0,435.90663504600525,596,272,91,126,640,336,596,687
L,100,9612.0,499.0193326473236,596,258,90,142,642,326,596,686
L,101,9179.5,473.2619731426239,595,250,91,142,640,316,595,686
L,102,10003.0,484.4751765727997,596,238,90,150,640,310,596,686
L,103,9510.5,484.43354618549347,595,227,91,146,640,295,595,686
L,104,9434.0,482.1909055709839,595,219,91,153,640,287,595,686
L,105,9536.0,512.8183221817017,594,205,92,150,638,275,594,686
L,106,9609.5,491.9482650756836,594,194,92,153,639,265,594,686
L,107,9738.5,480.91882717609406,593,185,93,151,638,258,593,686
L,108,8327.0,497.0193326473236,593,173,92,155,638,240,593,685
L,109,7693.0,506.61731135845184,593,162,92,138,639,227,593,685
L,113,8009.5,540.8599519729614,592,122,93,174,641,197,592,685
C,5,1633.0,201.74011433124542,1420,1484,68,36,1458,1504,1420,1488
C,6,2102.0,206.225395321846,1418,1477,71,43,1457,1501,1418,1489
C,7,3450.5,275.2964633703232,1410,1460,81,60,1454,1495,1410,1491
C,8,6119.0,356.6518015861511,1392,1432,100,88,1450,1482,1392,1492
C,9,6318.0,360.30865597724915,1389,1436,102,84,1447,1482,1389,1491
C,10,10024.0,533.5634890794754,1352,1400,140,120,1441,1470,1352,1492
C,11,11832.0,554.6761872768402,1347,1389,145,131,1437,1464,1347,1492
C,12,11961.5,572.0904005765915,1347,1386,145,134,1434,1460,1347,1492
C,13,16860.0,635.9310201406479,1346,1346,147,174,1431,1440,1346,1493
C,14,15111.0,657.2447279691696,1346,1348,147,172,1427,1435,1346,1493
C,15,17609.0,698.7005717754364,1346,1330,147,190,1426,1422,1346,1493
C,16,19501.0,761.6711339950562,1346,1306,148,214,1422,1406,1346,1494
C,17,16941.0,699.3868638277054,1347,1320,146,200,1419,1407,1347,1493
C,18,21467.5,842.7422020435333,1347,1280,148,240,1419,1380,1347,1495
C,19,18980.0,831.4701241254807,1346,1282,148,238,1416,1376,1346,1494
C,20,20508.5,855.7127643823624,1346,1269,148,230,1417,1362,1346,1494
C,21,20943.5,785.7716397047043,1347,1246,148,238,1415,1342,1347,1495
C,22,18678.0,769.5289986133575,1347,1254,147,218,1413,1345,1347,1494
C,23,23780.0,806.8427072763443,1347,1214,149,244,1415,1320,1347,1496
C,24,20711.0,812.2985512018204,1347,1220,147,224,1412,1318,1347,1494
C,25,23406.0,732.8183215856552,1348,1198,146,236,1413,1304,1348,1494
C,26,23329.5,812.4579311609268,1347,1176,149,260,1410,1289,1347,1496
C,27,21470.0,803.3279882669449,1347,1184,148,248,1410,1288,1347,1495
C,28,25011.5,861.0853478908539,1347,1144,149,273,1412,1261,1347,1496
C,29,23191.5,839.0853481292725,1348,1146,148,264,1410,1258,1348,1496
C,30,25939.0,893.8132696151733,1348,1122,148,286,1411,1245,1348,1496
C,31,26886.5,935.0264729261398,1348,1104,148,310,1409,1235,1348,1496
C,32,24283.5,870.3990564346313,1348,1105,148,287,1409,1222,1348,1496
C,33,26796.5,938.82546210289,1347,1067,150,285,1412,1194,1347,1497
C,34,24840.5,928.2813059091568,1348,1062,149,285,1408,1184,1348,1497
C,35,24671.0,885.4112488031387,1348,1051,149,285,1409,1172,1348,1497
C,36,27480.0,962.2396757602692,1348,1024,149,316,1407,1157,1348,1497
C,37,25622.5,945.6538888216019,1348,1024,149,290,1406,1151,1348,1497
C,38,26396.0,991.1513631343842,1348,1002,150,304,1408,1128,1348,1498
C,39,25550.5,997.7960247993469,1349,984,149,322,1405,1110,1349,1498
C,40,23967.5,957.7960243225098,1349,986,149,308,1403,1105,1349,1498
C,41,27217.5,995.1686081886292,1348,954,150,336,1403,1083,1348,1498
C,42,25408.0,993.2102380990982,1349,948,149,326,1401,1075,1349,1498
C,43,23439.5,973.0264731645584,1348,940,150,304,1402,1053,1348,1498
C,44,22764.5,960.1391702890396,1348,914,150,303,1402,1024,1348,1498
C,45,19776.0,847.4701241254807,1349,915,149,261,1401,1011,1349,1498
C,46,21044.0,904.5239466428757,1348,890,151,262,1404,986,1348,1499
C,47,20569.0,863.7543947696686,1350,873,149,261,1403,971,1350,1499
C,48,19339.0,861.0681029558182,1350,872,149,256,1404,962,1350,1499
C,49,21580.0,897.553384065628,1350,838,149,274,1408,935,1350,1499
C,50,19795.0,842.4406861066818,1352,833,148,255,1407,928,1352,1500
C,51,19125.5,898.4823162555695,1350,820,149,249,1409,911,1350,1499
C,52,20497.5,856.8254622220993,1351,790,149,254,1412,885,1351,1500
C,53,18002.0,794.4406864643097,1351,792,149,230,1411,881,1351,1500
C,54,19639.0,846.6416970491409,1350,762,150,238,1414,858,1350,1500
C,55,19154.0,841.411248922348,1350,747,150,257,1414,840,1350,1500
C,56,16988.0,754.0142804384232,1350,750,150,226,1415,834,1350,1500
C,57,20137.0,750.4995616674423,1350,711,150,231,1418,802,1350,1500
C,58,19270.0,748.7838323116302,1352,705,148,229,1416,794,1352,1500
C,59,20012.0,788.5828219652176,1352,690,148,238,1417,788,1352,1500
C,60,23582.5,853.1097331047058,1352,658,148,270,1420,766,1352,1500
C,61,22294.5,815.712764620781,1352,658,148,258,1421,759,1352,1500
C,62,24089.0,886.2985510826111,1352,633,150,269,1424,742,1352,1502
C,63,27406.0,853.8132700920105,1351,606,151,282,1427,727,1351,1502
C,64,27304.0,883.1269781589508,1352,608,150,288,1428,729,1352,1502
C,65,31183.0,992.0386652946472,1352,571,151,321,1430,713,1352,1503
C,66,31954.5,974.4823162555695,1352,557,150,305,1428,700,1352,1502
C,67,29678.0,951.0092277526855,1352,553,151,291,1428,692,1352,1503
C,68,30498.5,964.482316493988,1353,512,151,296,1430,660,1353,1504
C,69,28501.5,952.0802956819534,1352,506,152,282,1427,644,1352,1504
C,70,27014.0,911.0681029558182,1352,488,152,288,1426,626,1352,1504
C,71,27215.0,960.8670923709869,1352,454,152,278,1427,597,1352,1504
C,72,25788.5,922.9675977230072,1352,450,152,294,1424,590,1352,1504
C,73,27232.5,999.1686079502106,1352,422,152,330,1423,577,1352,1504
C,74,24860.0,939.8965289592743,1353,401,152,299,1425,545,1353,1505
C,75,23677.0,947.6955189704895,1352,390,154,314,1422,534,1352,1506
C,76,24567.5,1061.5361386537552,1352,362,154,338,1424,514,1352,1506
C,77,22569.0,880.7249574661255,1352,343,154,301,1425,487,1352,1506
C,78,22220.0,982.5239459276199,1352,328,154,322,1423,474,1352,1506
C,79,22506.0,989.1513625383377,1352,302,155,324,1426,448,1352,1507
C,80,21783.5,959.2518683671951,1353,284,155,298,1424,427,1353,1508
C,81,21872.5,942.2813057899475,1352,266,156,328,1422,411,1352,1508
C,82,21881.5,996.3645663261414,1353,241,155,296,1425,384,1353,1508
C,83,20297.0,956.1808006763458,1354,224,154,296,1423,362,1354,1508
C,84,21651.0,997.6366447210312,1353,202,155,328,1419,351,1353,1508
C,85,18194.0,887.5533838272095,1353,184,155,282,1424,314,1353,1508
C,86,20004.0,1008.8082168102264,1353,158,155,308,1421,300,1353,1508
C,87,19430.0,870.3818114995956,1354,142,155,285,1421,282,1354,1509
C,88,18288.0,935.0092276334763,1354,121,155,283,1421,257,1354,1509
C,89,20141.5,933.0508573055267,1354,92,156,329,1419,242,1354,1510
C,90,17535.5,901.2518684864044,1354,82,155,302,1418,222,1354,1509
C,91,20127.0,1001.3767585754395,1354,52,156,328,1419,206,1354,1510
C,92,20449.0,952.4650701284409,1355,30,155,325,1419,185,1355,1510
C,93,20008.5,956.0802954435349,1354,18,156,329,1417,174,1354,1510
C,94,21002.5,971.7371493577957,1355,0,155,320,1419,144,1355,1510
C,95,22291.5,931.1097328662872,1354,0,154,322,1413,145,1354,1508
C,96,20655.5,968.6244519948959,1355,0,153,308,1410,136,1355,1508
C,97,17055.5,879.0264731645584,1356,0,148,276,1410,103,1356,1504
C,98,16295.5,702.2325353622437,1355,0,129,232,1406,99,1355,1484
C,99,14421.0,643.1614681482315,1356,0,122,190,1405,86,1356,1478
C,100,13985.0,696.617311835289,1356,0,116,195,1400,84,1356,1472
C,101,12701.5,591.5218590497971,1356,0,108,186,1399,74,1356,1464
C,102,12584.5,577.6639943122864,1357,0,101,182,1398,74,1357,1458
C,103,10330.5,580.4924212694168,1356,0,99,160,1395,65,1356,1455
C,104,8644.5,520.8355671167374,1357,0,99,139,1394,57,1357,1456
C,105,8033.5,463.0365777015686,1356,0,98,128,1395,50,1356,1454
C,106,6839.0,408.30865585803986,1357,0,89,96,1397,42,1357,1446
C,107,5262.0,365.1959581375122,1357,0,93,80,1399,32,1357,1450
C,108,5065.5,417.5807340145111,1357,0,90,86,1400,33,1357,1447
C,109,418.0,181.25483310222626,1364,0,59,16,1395,4,1364,1423
C,113,98.5,55.899494767189026,1388,0,24,8,1399,2,1388,1412
R,5,4142.0,388.5929266214371,1964,1133,78,123,1992,1177,1964,2042
R,6,4109.5,371.03657746315,1964,1127,79,113,1992,1171,1964,2043
R,7,3755.5,365.6639941930771,1965,1125,78,107,1992,1165,1965,2043
R,8,4721.0,385.4213534593582,1965,1105,78,119,1994,1149,1965,2043
R,9,4409.5,372.00714015960693,1963,1106,80,118,1992,1149,1963,2043
R,10,5073.0,430.2497808933258,1963,1092,80,131,1993,1139,1963,2043
R,11,5134.0,381.90663504600525,1962,1080,82,117,1995,1124,1962,2044
R,12,4182.0,334.79393696784973,1963,1082,80,103,1993,1121,1963,2043
R,13,5617.5,394.8355669975281,1963,1058,81,123,1996,1104,1963,2044
R,14,5162.5,387.3208485841751,1963,1056,81,114,1995,1100,1963,2044
R,15,4697.0,347.9655101299286,1964,1052,81,92,1997,1091,1964,2045
R,16,5700.0,350.30865573883057,1964,1039,81,103,1998,1081,1964,2045
R,17,4422.0,334.6518018245697,1965,1046,79,85,1996,1081,1965,2044
R,18,5778.0,369.1370829343796,1965,1022,81,106,2000,1065,1965,2046
R,19,5169.5,340.40916109085083,1966,1022,79,91,2000,1060,1966,2045
R,20,4494.5,327.7228693962097,1965,1018,80,87,2000,1054,1965,2045
R,21,5316.0,334.6518018245697,1966,1003,80,93,2003,1042,1966,2046
R,22,4096.5,303.9238797426224,1966,1011,80,79,2002,1044,1966,2046
R,23,5510.5,349.37972354888916,1966,984,82,96,2005,1026,1966,2048
R,24,4807.0,341.76449978351593,1966,984,80,86,2007,1023,1966,2046
R,25,5027.5,311.37972366809845,1966,978,80,84,2008,1017,1966,2046
R,26,5854.5,380.0071396827698,1966,964,81,100,2007,1009,1966,2047
R,27,4897.0,349.137082695961,1966,970,80,90,2008,1010,1966,2046
R,28,6283.0,377.5634890794754,1966,946,82,108,2007,994,1966,2048
R,29,5866.5,354.2081505060196,1967,946,81,106,2008,992,1967,2048
R,30,6503.0,375.4213535785675,1967,937,80,115,2008,986,1967,2047
R,31,7368.0,383.76449978351593,1967,924,82,130,2009,979,1967,2049
R,32,6517.0,360.793937087059,1967,926,81,114,2008,975,1967,2048
R,33,7285.5,391.86500465869904,1967,904,82,120,2008,958,1967,2049
R,34,6747.0,387.76449954509735,1968,902,82,116,2009,953,1968,2050
R,35,6613.5,386.00713980197906,1968,896,81,120,2009,948,1968,2049
R,36,7681.5,449.4629839658737,1968,880,82,138,2009,939,1968,2050
R,37,6867.5,445.806129693985,1970,878,80,126,2011,934,1970,2050
R,38,7068.0,433.36247861385345,1970,868,80,128,2011,923,1970,2050
R,39,7363.0,465.6467490196228,1970,858,80,140,2010,915,1970,2050
R,40,6797.0,456.53405153751373,1970,860,80,128,2010,914,1970,2050
R,41,7697.5,503.60511922836304,1970,841,82,149,2010,902,1970,2052
R,42,6619.5,495.2619732618332,1972,839,80,139,2013,894,1972,2052
R,43,6215.0,457.3624782562256,1970,834,81,134,2013,887,1970,2051
R,44,5570.5,418.43354642391205,1971,821,81,115,2013,868,1971,2052
R,45,4589.0,396.39191591739655,1972,821,78,107,2015,865,1972,2050
R,46,4916.0,400.7350620031357,1972,807,79,115,2013,852,1972,2051
R,47,4448.0,386.39191591739655,1972,799,80,113,2016,843,1972,2052
R,48,3966.0,370.73506212234497,1972,799,80,107,2016,841,1972,2052
R,49,4629.0,373.76449966430664,1972,782,81,110,2016,823,1972,2053
R,50,4084.0,383.5634891986847,1974,778,78,110,2018,818,1974,2052
R,51,3854.0,380.8771975040436,1974,771,78,109,2018,810,1974,2052
R,52,4632.0,377.22034335136414,1972,754,82,106,2016,796,1972,2054
R,53,3738.5,372.634556889534,1973,756,79,102,2020,795,1973,2052
R,54,4277.5,355.8650048971176,1973,743,81,105,2018,784,1973,2054
R,55,4353.5,366.4924216270447,1973,731,81,115,2019,775,1973,2054
R,56,3627.5,337.8650047779083,1974,733,79,102,2020,773,1974,2053
R,57,4624.0,345.4213533401489,1973,711,81,108,2017,757,1973,2054
R,58,4318.0,351.76449942588806,1974,706,80,110,2019,752,1974,2054
R,59,4145.0,362.2497806549072,1974,702,80,111,2020,749,1974,2054
R,60,5304.0,412.53405117988586,1974,682,82,130,2018,735,1974,2056
R,61,4635.0,375.2203438282013,1975,681,81,123,2021,731,1975,2056
R,62,4906.0,369.56348943710327,1974,671,80,127,2019,720,1974,2054
R,63,6094.5,424.14927530288696,1975,654,81,139,2020,710,1975,2056
R,64,5718.5,395.6639938354492,1976,654,80,142,2022,709,1976,2056
R,65,6845.5,447.8061293363571,1976,638,82,158,2022,699,1976,2058
R,66,7524.0,455.7056246995926,1976,627,82,155,2022,690,1976,2058
R,67,7123.0,440.04877030849457,1976,626,82,144,2022,686,1976,2058
R,68,8194.5,462.97770261764526,1976,606,82,153,2021,671,1976,2058
R,69,8193.0,448.19090509414673,1978,604,82,144,2021,665,1978,2060
R,70,8264.5,466.6345567703247,1978,596,82,140,2020,659,1978,2060
R,71,9095.5,488.0904004573822,1977,576,81,148,2019,646,1977,2058
R,72,9576.0,494.47517585754395,1977,573,83,148,2019,644,1977,2060
R,73,10123.0,573.3036034107208,1976,560,84,166,2019,637,1976,2060
R,74,10272.0,506.1909054517746,1976,546,84,155,2018,622,1976,2060
R,75,10181.0,532.1320306062698,1976,542,84,162,2018,616,1976,2060
R,76,9991.5,518.9188275337219,1975,526,85,152,2019,601,1975,2060
R,77,10431.0,509.705624461174,1977,516,83,156,2018,593,1977,2060
R,78,10549.0,530.8183224201202,1978,509,82,168,2018,586,1978,2060
R,79,10057.0,521.5046141147614,1977,495,83,153,2018,570,1977,2060
R,80,10602.0,515.3036037683487,1976,486,84,156,2017,564,1976,2060
R,81,10256.5,493.60511910915375,1976,477,85,155,2018,553,1976,2061
R,82,10159.5,522.776692032814,1976,465,85,155,2018,541,1976,2061
R,83,10325.0,495.5046138763428,1977,456,85,156,2018,533,1977,2062
R,84,10871.5,531.4041088819504,1976,446,86,172,2017,527,1976,2062
R,85,9066.5,495.2619729042053,1976,434,85,148,2018,506,1976,2061
R,86,9713.5,525.5462441444397,1976,422,86,164,2018,498,1976,2062
R,87,9428.0,499.3036035299301,1976,416,86,150,2019,489,1976,2062
R,88,9236.0,503.64674949645996,1977,404,87,149,2020,478,1977,2064
R,89,9525.0,532.960457444191,1976,392,88,167,2019,468,1976,2064
R,90,8427.5,493.88939011096954,1977,387,87,149,2019,456,1977,2064
R,91,8985.5,551.4873690605164,1977,374,87,168,2019,449,1977,2064
R,92,9091.0,511.9898952245712,1978,362,86,165,2020,438,1978,2064
R,93,8615.0,513.1025929450989,1977,358,87,159,2019,431,1977,2064
R,94,9291.0,528.1320303678513,1978,340,88,171,2020,422,1978,2066
R,95,9359.0,533.4457384347916,1978,334,88,173,2019,414,1978,2066
R,96,9194.5,535.5462440252304,1977,329,89,172,2019,408,1977,2066
R,97,7918.0,478.1909055709839,1979,314,87,147,2021,386,1979,2066
R,98,7739.0,464.3330409526825,1979,306,87,153,2022,377,1979,2066
R,99,7679.5,470.5756815671921,1979,298,87,143,2022,370,1979,2066
R,100,7842.5,507.2030979394913,1979,284,88,156,2021,359,1979,2067
R,101,7289.5,478.91882741451263,1980,277,86,155,2022,350,1980,2066
R,102,7449.0,468.6761865615845,1980,267,87,161,2021,342,1980,2067
R,103,7258.5,480.09039998054504,1980,257,87,157,2022,331,1980,2067
R,104,7039.0,477.50461423397064,1980,250,87,160,2023,324,1980,2067
R,105,6984.0,492.9604573249817,1980,239,88,165,2022,315,1980,2068
R,106,6576.0,487.98989510536194,1980,229,87,161,2021,305,1980,2067
R,107,6415.0,496.3330407142639,1981,221,87,157,2020,298,1981,2068
R,108,5760.0,502.61731147766113,1981,211,88,169,2021,283,1981,2069
R,109,5143.5,457.40410828590393,1982,202,87,144,2024,269,1982,2069
R,113,4543.5,501.54624342918396,1982,167,88,177,2021,238,1982,2070
